Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Commerce alimentaire (localisation) 2020
15964;null;B100
15965;null;B100
15966;null;B200
15967;null;B200
15968;null;B203
15969;null;B203
1597;null;B200
15970;null;B204
15971;null;B206
15972;null;B200
15973;null;B100
15974;null;B203
15975;null;B204
15976;null;B203
15977;null;B100
15978;null;B100
15979;null;B100
1598;null;B200
15980;null;B200
15981;null;B200
15982;null;B203
15983;null;B203
15984;null;B203
15985;null;B203
15986;null;B204
15987;null;B206
15988;null;B100
15989;null;B200
1599;null;B200
15990;null;B200
15991;null;B200
15992;null;B200
15993;null;B203
15994;null;B203
15995;null;B203
15996;null;B100
15997;null;B200
15998;null;B203
15999;null;B204
16;null;B200
160;null;B100
1600;null;B200
16000;null;B206
16001;null;B203
16002;null;B200
16003;null;B203
16004;null;B204
16005;null;B100
16006;null;B200
16007;null;B203
16008;null;B203
16009;null;B203
1601;null;B203
16010;null;B204
16011;null;B204
16012;null;B100
16013;null;B100
16014;null;B100
16015;null;B200
16016;null;B200
16017;null;B203
16018;null;B203
16019;null;B203
1602;null;B203
16020;null;B203
16021;null;B203
16022;null;B204
16023;null;B204
16024;null;B203
16025;null;B204
16026;null;B204
16027;null;B204
16028;null;B100
16029;null;B203
1603;null;B203
16030;null;B203
16031;null;B203
16032;null;B203
16033;null;B204
16034;null;B204
16035;null;B204
16036;null;B203
16037;null;B203
16038;null;B203
16039;null;B200
1604;null;B203
16040;null;B203
16041;null;B204
16042;null;B200
16043;null;B203
16044;null;B100
16045;null;B204
16046;null;B100
16047;null;B200
16048;null;B200
16049;null;B203
1605;null;B203
16050;null;B204
16051;null;B203
16052;null;B203
16053;null;B203
16054;null;B100
16055;null;B200
16056;null;B200
16057;null;B200
16058;null;B200
16059;null;B203
1606;null;B203
16060;null;B203
16061;null;B206
16062;null;B200
16063;null;B203
16064;null;B200
16065;null;B203
16066;null;B203
16067;null;B100
16068;null;B100
16069;null;B200
1607;null;B203
16070;null;B203
16071;null;B203
16072;null;B203
16073;null;B203
16074;null;B204
16075;null;B200
16076;null;B203
16077;null;B203
16078;null;B203
16079;null;B203
1608;null;B203
16080;null;B203
16081;null;B203
16082;null;B203
16083;null;B203
16084;null;B203
16085;null;B203
16086;null;B203
16087;null;B204
16088;null;B204
16089;null;B206
1609;null;B203
16090;null;B206
16091;null;B206
16092;null;B206
16093;null;B206
16094;null;B206
16095;null;B206
16096;null;B206
16097;null;B206
16098;null;B204
16099;null;B100
161;null;B100
1610;null;B203
16100;null;B203
16101;null;B203
16102;null;B203
16103;null;B203
16104;null;B204
16105;null;B203
16106;null;B204
16107;null;B204
16108;null;B204
16109;null;B204
1611;null;B203
16110;null;B204
16111;null;B200
16112;null;B203
16113;null;B203
16114;null;B204
16115;null;B204
16116;null;B200
16117;null;B203
16118;null;B203
16119;null;B204
1612;null;B203
16120;null;B100
16121;null;B100
16122;null;B100
16123;null;B100
16124;null;B100
16125;null;B100
16126;null;B100
16127;null;B100
16128;null;B100
16129;null;B200
1613;null;B203
16130;null;B200
16131;null;B200
16132;null;B200
16133;null;B200
16134;null;B200
16135;null;B200
16136;null;B200
16137;null;B200
16138;null;B200
16139;null;B203
1614;null;B204
16140;null;B100
16141;null;B203
16142;null;B203
16143;null;B203
16144;null;B206
16145;null;B100
16146;null;B100
16147;null;B100
16148;null;B100
16149;null;B203
1615;null;B204
16150;null;B203
16151;null;B100
16152;null;B200
16153;null;B200
16154;null;B200
16155;null;B200
16156;null;B200
16157;null;B200
16158;null;B200
16159;null;B200
1616;null;B204
16160;null;B200
16161;null;B200
16162;null;B200
16163;null;B200
16164;null;B200
16165;null;B200
16166;null;B200
16167;null;B200
16168;null;B203
16169;null;B203
1617;null;B204
16170;null;B203
16171;null;B203
16172;null;B203
16173;null;B203
16174;null;B203
16175;null;B203
16176;null;B203
16177;null;B203
16178;null;B203
16179;null;B203
1618;null;B203
16180;null;B203
16181;null;B204
16182;null;B203
16183;null;B203
16184;null;B200
16185;null;B203
16186;null;B204
16187;null;B204
16188;null;B204
16189;null;B100
1619;null;B203
16190;null;B203
16191;null;B203
16192;null;B203
16193;null;B204
16194;null;B204
16195;null;B100
16196;null;B200
16197;null;B200
16198;null;B203
16199;null;B203
162;null;B200
1620;null;B100
16200;null;B203
16201;null;B203
16202;null;B203
16203;null;B204
16204;null;B204
16205;null;B204
16206;null;B204
16207;null;B100
16208;null;B100
16209;null;B100
1621;null;B203
16210;null;B100
16211;null;B200
16212;null;B200
16213;null;B200
16214;null;B200
16215;null;B200
16216;null;B200
16217;null;B200
16218;null;B200
16219;null;B200
1622;null;B203
16220;null;B203
16221;null;B203
16222;null;B203
16223;null;B203
16224;null;B203
16225;null;B203
16226;null;B203
16227;null;B203
16228;null;B203
16229;null;B203
1623;null;B100
16230;null;B203
16231;null;B203
16232;null;B203
16233;null;B203
16234;null;B200
16235;null;B200
16236;null;B203
16237;null;B204
16238;null;B203
16239;null;B203
1624;null;B100
16240;null;B203
16241;null;B203
16242;null;B203
16243;null;B203
16244;null;B203
16245;null;B203
16246;null;B203
16247;null;B203
16248;null;B203
16249;null;B203
1625;null;B203
16250;null;B203
16251;null;B203
16252;null;B204
16253;null;B204
16254;null;B204
16255;null;B204
16256;null;B204
16257;null;B204
16258;null;B204
16259;null;B204
1626;null;B100
16260;null;B204
16261;null;B204
16262;null;B204
16263;null;B204
16264;null;B204
16265;null;B204
16266;null;B204
16267;null;B200
16268;null;B200
16269;null;B203
1627;null;B200
16270;null;B204
16271;null;B200
16272;null;B203
16273;null;B100
16274;null;B203
16275;null;B203
16276;null;B203
16277;null;B203
16278;null;B203
16279;null;B203
1628;null;B200
16280;null;B203
16281;null;B203
16282;null;B203
16283;null;B203
16284;null;B203
16285;null;B203
16286;null;B204
16287;null;B204
16288;null;B204
16289;null;B204
1629;null;B203
16290;null;B204
16291;null;B204
16292;null;B204
16293;null;B204
16294;null;B204
16295;null;B204
16296;null;B206
16297;null;B200
16298;null;B203
16299;null;B204
163;null;B203
1630;null;B200
16300;null;B204
16301;null;B204
16302;null;B204
16303;null;B204
16304;null;B204
16305;null;B204
16306;null;B204
16307;null;B206
16308;null;B206
16309;null;B100
1631;null;B203
16310;null;B200
16311;null;B203
16312;null;B203
16313;null;B204
16314;null;B204
16315;null;B100
16316;null;B100
16317;null;B200
16318;null;B200
16319;null;B203
1632;null;B203
16320;null;B200
16321;null;B204
16322;null;B204
16323;null;B200
16324;null;B200
16325;null;B200
16326;null;B203
16327;null;B203
16328;null;B203
16329;null;B203
1633;null;B203
16330;null;B203
16331;null;B203
16332;null;B203
16333;null;B203
16334;null;B203
16335;null;B203
16336;null;B203
16337;null;B203
16338;null;B203
16339;null;B203
1634;null;B200
16340;null;B203
16341;null;B203
16342;null;B203
16343;null;B203
16344;null;B203
16345;null;B203
16346;null;B203
16347;null;B204
16348;null;B204
16349;null;B204
1635;null;B203
16350;null;B204
16351;null;B204
16352;null;B204
16353;null;B204
16354;null;B204
16355;null;B203
16356;null;B200
16357;null;B200
16358;null;B203
16359;null;B204
1636;null;B200
16360;null;B200
16361;null;B203
16362;null;B200
16363;null;B200
16364;null;B200
16365;null;B203
16366;null;B203
16367;null;B203
16368;null;B203
16369;null;B204
1637;null;B203
16370;null;B204
16371;null;B204
16372;null;B204
16373;null;B200
16374;null;B200
16375;null;B203
16376;null;B203
16377;null;B203
16378;null;B203
16379;null;B203
1638;null;B200
16380;null;B204
16381;null;B204
16382;null;B203
16383;null;B203
16384;null;B204
16385;null;B204
16386;null;B204
16387;null;B204
16388;null;B204
16389;null;B204
1639;null;B200
16390;null;B206
16391;null;B206
16392;null;B203
16393;null;B204
16394;null;B203
16395;null;B204
16396;null;B200
16397;null;B200
16398;null;B203
16399;null;B204
164;null;B203
1640;null;B203
16400;null;B204
16401;null;B203
16402;null;B200
16403;null;B203
16404;null;B200
16405;null;B203
16406;null;B203
16407;null;B200
16408;null;B204
16409;null;B204
1641;null;B203
16410;null;B200
16411;null;B203
16412;null;B203
16413;null;B204
16414;null;B204
16415;null;B203
16416;null;B100
16417;null;B100
16418;null;B200
16419;null;B200
1642;null;B204
16420;null;B200
16421;null;B203
16422;null;B203
16423;null;B203
16424;null;B203
16425;null;B204
16426;null;B200
16427;null;B203
16428;null;B204
16429;null;B204
1643;null;B204
16430;null;B200
16431;null;B203
16432;null;B200
16433;null;B200
16434;null;B203
16435;null;B203
16436;null;B204
16437;null;B200
16438;null;B203
16439;null;B203
1644;null;B200
16440;null;B200
16441;null;B203
16442;null;B100
16443;null;B100
16444;null;B200
16445;null;B203
16446;null;B203
16447;null;B200
16448;null;B200
16449;null;B203
1645;null;B203
16450;null;B203
16451;null;B203
16452;null;B203
16453;null;B200
16454;null;B200
16455;null;B203
16456;null;B204
16457;null;B200
16458;null;B200
16459;null;B200
1646;null;B204
16460;null;B200
16461;null;B200
16462;null;B200
16463;null;B200
16464;null;B200
16465;null;B200
16466;null;B200
16467;null;B200
16468;null;B203
16469;null;B203
1647;null;B200
16470;null;B203
16471;null;B203
16472;null;B203
16473;null;B203
16474;null;B203
16475;null;B203
16476;null;B203
16477;null;B203
16478;null;B204
16479;null;B204
1648;null;B200
16480;null;B204
16481;null;B204
16482;null;B204
16483;null;B206
16484;null;B200
16485;null;B203
16486;null;B200
16487;null;B200
16488;null;B200
16489;null;B200
1649;null;B203
16490;null;B203
16491;null;B203
16492;null;B204
16493;null;B204
16494;null;B203
16495;null;B203
16496;null;B203
16497;null;B203
16498;null;B200
16499;null;B203
165;null;B204
1650;null;B200
16500;null;B200
16501;null;B203
16502;null;B203
16503;null;B204
16504;null;B204
16505;null;B200
16506;null;B200
16507;null;B203
16508;null;B203
16509;null;B204
1651;null;B203
16510;null;B200
16511;null;B203
16512;null;B204
16513;null;B204
16514;null;B204
16515;null;B200
16516;null;B200
16517;null;B200
16518;null;B203
16519;null;B204
1652;null;B203
16520;null;B100
16521;null;B200
16522;null;B203
16523;null;B204
16524;null;B200
16525;null;B203
16526;null;B200
16527;null;B203
16528;null;B203
16529;null;B200
1653;null;B203
16530;null;B200
16531;null;B203
16532;null;B204
16533;null;B204
16534;null;B200
16535;null;B200
16536;null;B200
16537;null;B200
16538;null;B200
16539;null;B200
1654;null;B200
16540;null;B203
16541;null;B204
16542;null;B200
16543;null;B203
16544;null;B200
16545;null;B100
16546;null;B100
16547;null;B100
16548;null;B200
16549;null;B200
1655;null;B203
16550;null;B203
16551;null;B203
16552;null;B203
16553;null;B203
16554;null;B204
16555;null;B200
16556;null;B200
16557;null;B200
16558;null;B204
16559;null;B100
1656;null;B100
16560;null;B200
16561;null;B203
16562;null;B200
16563;null;B203
16564;null;B203
16565;null;B203
16566;null;B203
16567;null;B204
16568;null;B204
16569;null;B204
1657;null;B100
16570;null;B100
16571;null;B200
16572;null;B200
16573;null;B200
16574;null;B200
16575;null;B203
16576;null;B203
16577;null;B203
16578;null;B203
16579;null;B203
1658;null;B100
16580;null;B204
16581;null;B204
16582;null;B200
16583;null;B200
16584;null;B204
16585;null;B203
16586;null;B203
16587;null;B204
16588;null;B204
16589;null;B204
1659;null;B100
16590;null;B204
16591;null;B100
16592;null;B200
16593;null;B200
16594;null;B200
16595;null;B203
16596;null;B100
16597;null;B100
16598;null;B100
16599;null;B203
166;null;B200
1660;null;B100
16600;null;B204
16601;null;B203
16602;null;B204
16603;null;B200
16604;null;B200
16605;null;B200
16606;null;B200
16607;null;B204
16608;null;B200
16609;null;B200
1661;null;B203
16610;null;B203
16611;null;B204
16612;null;B204
16613;null;B204
16614;null;B200
16615;null;B203
16616;null;B204
16617;null;B200
16618;null;B203
16619;null;B204
1662;null;B200
16620;null;B203
16621;null;B203
16622;null;B204
16623;null;B200
16624;null;B200
16625;null;B200
16626;null;B203
16627;null;B203
16628;null;B203
16629;null;B203
1663;null;B200
16630;null;B204
16631;null;B204
16632;null;B204
16633;null;B200
16634;null;B200
16635;null;B200
16636;null;B203
16637;null;B200
16638;null;B200
16639;null;B200
1664;null;B203
16640;null;B200
16641;null;B203
16642;null;B200
16643;null;B203
16644;null;B200
16645;null;B200
16646;null;B203
16647;null;B203
16648;null;B203
16649;null;B204
1665;null;B203
16650;null;B204
16651;null;B200
16652;null;B203
16653;null;B200
16654;null;B100
16655;null;B203
16656;null;B203
16657;null;B200
16658;null;B200
16659;null;B203
1666;null;B203
16660;null;B204
16661;null;B203
16662;null;B204
16663;null;B203
16664;null;B200
16665;null;B203
16666;null;B203
16667;null;B200
16668;null;B204
16669;null;B204
1667;null;B203
16670;null;B100
16671;null;B100
16672;null;B100
16673;null;B203
16674;null;B204
16675;null;B100
16676;null;B100
16677;null;B100
16678;null;B100
16679;null;B203
1668;null;B203
16680;null;B100
16681;null;B100
16682;null;B100
16683;null;B100
16684;null;B100
16685;null;B100
16686;null;B100
16687;null;B100
16688;null;B100
16689;null;B100
1669;null;B203
16690;null;B100
16691;null;B200
16692;null;B200
16693;null;B200
16694;null;B200
16695;null;B200
16696;null;B200
16697;null;B204
16698;null;B203
16699;null;B204
167;null;B203
1670;null;B203
16700;null;B204
16701;null;B204
16702;null;B203
16703;null;B204
16704;null;B200
16705;null;B203
16706;null;B200
16707;null;B200
16708;null;B203
16709;null;B204
1671;null;B204
16710;null;B200
16711;null;B200
16712;null;B200
16713;null;B200
16714;null;B203
16715;null;B203
16716;null;B203
16717;null;B204
16718;null;B204
16719;null;B200
1672;null;B204
16720;null;B100
16721;null;B200
16722;null;B203
16723;null;B204
16724;null;B200
16725;null;B200
16726;null;B200
16727;null;B200
16728;null;B200
16729;null;B200
1673;null;B204
16730;null;B200
16731;null;B200
16732;null;B200
16733;null;B200
16734;null;B200
16735;null;B200
16736;null;B200
16737;null;B203
16738;null;B203
16739;null;B203
1674;null;B204
16740;null;B203
16741;null;B203
16742;null;B203
16743;null;B203
16744;null;B203
16745;null;B203
16746;null;B203
16747;null;B203
16748;null;B203
16749;null;B203
1675;null;B204
16750;null;B203
16751;null;B203
16752;null;B203
16753;null;B200
16754;null;B203
16755;null;B200
16756;null;B203
16757;null;B203
16758;null;B204
16759;null;B200
1676;null;B204
16760;null;B203
16761;null;B203
16762;null;B100
16763;null;B100
16764;null;B100
16765;null;B203
16766;null;B203
16767;null;B203
16768;null;B203
16769;null;B204
1677;null;B204
16770;null;B200
16771;null;B203
16772;null;B203
16773;null;B203
16774;null;B204
16775;null;B204
16776;null;B200
16777;null;B203
16778;null;B204
16779;null;B200
1678;null;B200
16780;null;B200
16781;null;B200
16782;null;B203
16783;null;B203
16784;null;B204
16785;null;B204
16786;null;B206
16787;null;B203
16788;null;B100
16789;null;B100
1679;null;B203
16790;null;B100
16791;null;B100
16792;null;B100
16793;null;B200
16794;null;B200
16795;null;B200
16796;null;B203
16797;null;B203
16798;null;B203
16799;null;B203
168;null;B204
1680;null;B100
16800;null;B203
16801;null;B203
16802;null;B203
16803;null;B204
16804;null;B203
16805;null;B203
16806;null;B100
16807;null;B100
16808;null;B100
16809;null;B200
1681;null;B100
16810;null;B200
16811;null;B100
16812;null;B100
16813;null;B200
16814;null;B203
16815;null;B203
16816;null;B203
16817;null;B203
16818;null;B203
16819;null;B204
1682;null;B100
16820;null;B206
16821;null;B100
16822;null;B100
16823;null;B100
16824;null;B100
16825;null;B100
16826;null;B100
16827;null;B100
16828;null;B100
16829;null;B200
1683;null;B200
16830;null;B200
16831;null;B200
16832;null;B200
16833;null;B200
16834;null;B200
16835;null;B200
16836;null;B200
16837;null;B200
16838;null;B200
16839;null;B200
1684;null;B200
16840;null;B200
16841;null;B200
16842;null;B200
16843;null;B200
16844;null;B203
16845;null;B204
16846;null;B100
16847;null;B200
16848;null;B200
16849;null;B203
1685;null;B200
16850;null;B203
16851;null;B203
16852;null;B203
16853;null;B203
16854;null;B203
16855;null;B203
16856;null;B203
16857;null;B203
16858;null;B203
16859;null;B204
1686;null;B203
16860;null;B204
16861;null;B204
16862;null;B204
16863;null;B206
16864;null;B204
16865;null;B204
16866;null;B204
16867;null;B204
16868;null;B204
16869;null;B206
1687;null;B203
16870;null;B200
16871;null;B200
16872;null;B200
16873;null;B200
16874;null;B200
16875;null;B200
16876;null;B200
16877;null;B200
16878;null;B200
16879;null;B200
1688;null;B203
16880;null;B200
16881;null;B200
16882;null;B203
16883;null;B203
16884;null;B203
16885;null;B203
16886;null;B203
16887;null;B203
16888;null;B203
16889;null;B203
1689;null;B204
16890;null;B203
16891;null;B203
16892;null;B203
16893;null;B203
16894;null;B203
16895;null;B203
16896;null;B203
16897;null;B203
16898;null;B203
16899;null;B203
169;null;B206
1690;null;B204
16900;null;B203
16901;null;B203
16902;null;B203
16903;null;B203
16904;null;B203
16905;null;B203
16906;null;B203
16907;null;B203
16908;null;B203
16909;null;B203
1691;null;B100
16910;null;B203
16911;null;B203
16912;null;B203
16913;null;B203
16914;null;B203
16915;null;B203
16916;null;B203
16917;null;B203
16918;null;B203
16919;null;B203
1692;null;B203
16920;null;B203
16921;null;B203
16922;null;B203
16923;null;B203
16924;null;B203
16925;null;B204
16926;null;B204
16927;null;B204
16928;null;B204
16929;null;B100
1693;null;B204
16930;null;B203
16931;null;B100
16932;null;B203
16933;null;B203
16934;null;B204
16935;null;B206
16936;null;B203
16937;null;B203
16938;null;B203
16939;null;B203
1694;null;B204
16940;null;B203
16941;null;B203
16942;null;B203
16943;null;B203
16944;null;B203
16945;null;B204
16946;null;B204
16947;null;B204
16948;null;B206
16949;null;B206
1695;null;B204
16950;null;B204
16951;null;B204
16952;null;B204
16953;null;B204
16954;null;B204
16955;null;B204
16956;null;B204
16957;null;B204
16958;null;B206
16959;null;B204
1696;null;B203
16960;null;B203
16961;null;B204
16962;null;B204
16963;null;B203
16964;null;B203
16965;null;B200
16966;null;B200
16967;null;B200
16968;null;B203
16969;null;B200
1697;null;B200
16970;null;B204
16971;null;B100
16972;null;B200
16973;null;B100
16974;null;B100
16975;null;B203
16976;null;B203
16977;null;B203
16978;null;B204
16979;null;B204
1698;null;B200
16980;null;B204
16981;null;B100
16982;null;B203
16983;null;B203
16984;null;B204
16985;null;B204
16986;null;B206
16987;null;B203
16988;null;B100
16989;null;B200
1699;null;B200
16990;null;B200
16991;null;B203
16992;null;B203
16993;null;B203
16994;null;B203
16995;null;B203
16996;null;B203
16997;null;B204
16998;null;B204
16999;null;B204
17;null;B200
170;null;B100
1700;null;B200
17000;null;B203
17001;null;B203
17002;null;B204
17003;null;B206
17004;null;B200
17005;null;B203
17006;null;B204
17007;null;B203
17008;null;B204
17009;null;B206
1701;null;B203
17010;null;B206
17011;null;B203
17012;null;B100
17013;null;B100
17014;null;B100
17015;null;B200
17016;null;B200
17017;null;B200
17018;null;B200
17019;null;B200
1702;null;B203
17020;null;B203
17021;null;B203
17022;null;B203
17023;null;B206
17024;null;B206
17025;null;B100
17026;null;B100
17027;null;B200
17028;null;B203
17029;null;B204
1703;null;B203
17030;null;B204
17031;null;B203
17032;null;B206
17033;null;B100
17034;null;B100
17035;null;B100
17036;null;B100
17037;null;B200
17038;null;B200
17039;null;B200
1704;null;B200
17040;null;B200
17041;null;B200
17042;null;B200
17043;null;B200
17044;null;B200
17045;null;B200
17046;null;B203
17047;null;B203
17048;null;B203
17049;null;B203
1705;null;B200
17050;null;B203
17051;null;B203
17052;null;B203
17053;null;B203
17054;null;B203
17055;null;B203
17056;null;B203
17057;null;B203
17058;null;B203
17059;null;B203
1706;null;B203
17060;null;B100
17061;null;B100
17062;null;B100
17063;null;B100
17064;null;B200
17065;null;B200
17066;null;B200
17067;null;B203
17068;null;B203
17069;null;B200
1707;null;B200
17070;null;B200
17071;null;B203
17072;null;B204
17073;null;B100
17074;null;B100
17075;null;B100
17076;null;B100
17077;null;B100
17078;null;B100
17079;null;B100
1708;null;B203
17080;null;B100
17081;null;B100
17082;null;B100
17083;null;B100
17084;null;B100
17085;null;B100
17086;null;B100
17087;null;B100
17088;null;B100
17089;null;B100
1709;null;B200
17090;null;B100
17091;null;B100
17092;null;B204
17093;null;B204
17094;null;B204
17095;null;B204
17096;null;B204
17097;null;B204
17098;null;B204
17099;null;B204
171;null;B100
1710;null;B200
17100;null;B203
17101;null;B203
17102;null;B203
17103;null;B203
17104;null;B204
17105;null;B204
17106;null;B204
17107;null;B204
17108;null;B100
17109;null;B100
1711;null;B200
17110;null;B100
17111;null;B100
17112;null;B100
17113;null;B100
17114;null;B100
17115;null;B100
17116;null;B100
17117;null;B100
17118;null;B200
17119;null;B200
1712;null;B204
17120;null;B200
17121;null;B200
17122;null;B200
17123;null;B200
17124;null;B200
17125;null;B203
17126;null;B203
17127;null;B203
17128;null;B203
17129;null;B203
1713;null;B204
17130;null;B203
17131;null;B203
17132;null;B203
17133;null;B203
17134;null;B203
17135;null;B100
17136;null;B200
17137;null;B203
17138;null;B203
17139;null;B204
1714;null;B200
17140;null;B204
17141;null;B204
17142;null;B204
17143;null;B204
17144;null;B206
17145;null;B206
17146;null;B100
17147;null;B200
17148;null;B200
17149;null;B203
1715;null;B200
17150;null;B203
17151;null;B204
17152;null;B204
17153;null;B200
17154;null;B203
17155;null;B203
17156;null;B204
17157;null;B206
17158;null;B203
17159;null;B100
1716;null;B200
17160;null;B100
17161;null;B200
17162;null;B200
17163;null;B200
17164;null;B200
17165;null;B203
17166;null;B203
17167;null;B203
17168;null;B203
17169;null;B203
1717;null;B203
17170;null;B203
17171;null;B203
17172;null;B204
17173;null;B204
17174;null;B204
17175;null;B204
17176;null;B204
17177;null;B100
17178;null;B203
17179;null;B203
1718;null;B203
17180;null;B200
17181;null;B100
17182;null;B100
17183;null;B200
17184;null;B200
17185;null;B203
17186;null;B203
17187;null;B203
17188;null;B203
17189;null;B203
1719;null;B203
17190;null;B203
17191;null;B204
17192;null;B204
17193;null;B204
17194;null;B204
17195;null;B204
17196;null;B200
17197;null;B206
17198;null;B204
17199;null;B204
172;null;B203
1720;null;B203
17200;null;B204
17201;null;B204
17202;null;B204
17203;null;B206
17204;null;B203
17205;null;B200
17206;null;B200
17207;null;B200
17208;null;B203
17209;null;B203
1721;null;B204
17210;null;B204
17211;null;B100
17212;null;B200
17213;null;B100
17214;null;B100
17215;null;B200
17216;null;B200
17217;null;B200
17218;null;B203
17219;null;B203
1722;null;B204
17220;null;B203
17221;null;B203
17222;null;B203
17223;null;B203
17224;null;B203
17225;null;B203
17226;null;B200
17227;null;B203
17228;null;B203
17229;null;B100
1723;null;B100
17230;null;B200
17231;null;B203
17232;null;B203
17233;null;B203
17234;null;B100
17235;null;B100
17236;null;B200
17237;null;B200
17238;null;B100
17239;null;B100
1724;null;B100
17240;null;B200
17241;null;B203
17242;null;B203
17243;null;B203
17244;null;B204
17245;null;B204
17246;null;B200
17247;null;B100
17248;null;B100
17249;null;B203
1725;null;B100
17250;null;B204
17251;null;B203
17252;null;B204
17253;null;B204
17254;null;B204
17255;null;B204
17256;null;B204
17257;null;B206
17258;null;B206
17259;null;B206
1726;null;B100
17260;null;B206
17261;null;B206
17262;null;B200
17263;null;B203
17264;null;B203
17265;null;B203
17266;null;B203
17267;null;B203
17268;null;B204
17269;null;B204
1727;null;B100
17270;null;B204
17271;null;B204
17272;null;B204
17273;null;B200
17274;null;B203
17275;null;B100
17276;null;B100
17277;null;B200
17278;null;B200
17279;null;B200
1728;null;B200
17280;null;B200
17281;null;B200
17282;null;B203
17283;null;B203
17284;null;B203
17285;null;B200
17286;null;B203
17287;null;B204
17288;null;B100
17289;null;B200
1729;null;B203
17290;null;B203
17291;null;B200
17292;null;B203
17293;null;B200
17294;null;B203
17295;null;B203
17296;null;B203
17297;null;B203
17298;null;B203
17299;null;B203
173;null;B200
1730;null;B203
17300;null;B204
17301;null;B204
17302;null;B204
17303;null;B204
17304;null;B206
17305;null;B206
17306;null;B206
17307;null;B200
17308;null;B200
17309;null;B100
1731;null;B203
17310;null;B100
17311;null;B100
17312;null;B100
17313;null;B100
17314;null;B100
17315;null;B100
17316;null;B100
17317;null;B100
17318;null;B200
17319;null;B200
1732;null;B203
17320;null;B200
17321;null;B200
17322;null;B200
17323;null;B200
17324;null;B200
17325;null;B200
17326;null;B200
17327;null;B200
17328;null;B203
17329;null;B203
1733;null;B203
17330;null;B203
17331;null;B203
17332;null;B203
17333;null;B203
17334;null;B203
17335;null;B203
17336;null;B100
17337;null;B203
17338;null;B204
17339;null;B206
1734;null;B204
17340;null;B200
17341;null;B203
17342;null;B203
17343;null;B204
17344;null;B204
17345;null;B203
17346;null;B200
17347;null;B100
17348;null;B200
17349;null;B203
1735;null;B204
17350;null;B203
17351;null;B203
17352;null;B203
17353;null;B204
17354;null;B200
17355;null;B200
17356;null;B200
17357;null;B203
17358;null;B203
17359;null;B206
1736;null;B204
17360;null;B203
17361;null;B203
17362;null;B203
17363;null;B203
17364;null;B203
17365;null;B203
17366;null;B203
17367;null;B203
17368;null;B203
17369;null;B203
1737;null;B204
17370;null;B203
17371;null;B203
17372;null;B203
17373;null;B203
17374;null;B203
17375;null;B203
17376;null;B203
17377;null;B203
17378;null;B203
17379;null;B203
1738;null;B100
17380;null;B203
17381;null;B203
17382;null;B203
17383;null;B203
17384;null;B204
17385;null;B204
17386;null;B204
17387;null;B204
17388;null;B204
17389;null;B203
1739;null;B100
17390;null;B100
17391;null;B100
17392;null;B203
17393;null;B200
17394;null;B203
17395;null;B206
17396;null;B200
17397;null;B204
17398;null;B204
17399;null;B204
174;null;B200
1740;null;B203
17400;null;B204
17401;null;B204
17402;null;B206
17403;null;B203
17404;null;B204
17405;null;B200
17406;null;B203
17407;null;B204
17408;null;B203
17409;null;B203
1741;null;B203
17410;null;B100
17411;null;B100
17412;null;B100
17413;null;B100
17414;null;B200
17415;null;B200
17416;null;B203
17417;null;B203
17418;null;B203
17419;null;B203
1742;null;B204
17420;null;B203
17421;null;B203
17422;null;B203
17423;null;B203
17424;null;B203
17425;null;B203
17426;null;B203
17427;null;B203
17428;null;B203
17429;null;B204
1743;null;B204
17430;null;B204
17431;null;B204
17432;null;B204
17433;null;B204
17434;null;B204
17435;null;B204
17436;null;B203
17437;null;B204
17438;null;B204
17439;null;B204
1744;null;B203
17440;null;B204
17441;null;B206
17442;null;B200
17443;null;B203
17444;null;B100
17445;null;B200
17446;null;B203
17447;null;B100
17448;null;B100
17449;null;B100
1745;null;B200
17450;null;B100
17451;null;B203
17452;null;B203
17453;null;B203
17454;null;B203
17455;null;B203
17456;null;B203
17457;null;B203
17458;null;B204
17459;null;B204
1746;null;B200
17460;null;B204
17461;null;B204
17462;null;B204
17463;null;B204
17464;null;B204
17465;null;B204
17466;null;B204
17467;null;B206
17468;null;B206
17469;null;B200
1747;null;B200
17470;null;B203
17471;null;B100
17472;null;B100
17473;null;B100
17474;null;B200
17475;null;B200
17476;null;B200
17477;null;B200
17478;null;B203
17479;null;B203
1748;null;B203
17480;null;B203
17481;null;B204
17482;null;B206
17483;null;B206
17484;null;B206
17485;null;B100
17486;null;B100
17487;null;B100
17488;null;B100
17489;null;B200
1749;null;B100
17490;null;B200
17491;null;B200
17492;null;B200
17493;null;B200
17494;null;B203
17495;null;B203
17496;null;B203
17497;null;B203
17498;null;B203
17499;null;B203
175;null;B203
1750;null;B100
17500;null;B203
17501;null;B203
17502;null;B200
17503;null;B200
17504;null;B200
17505;null;B203
17506;null;B203
17507;null;B203
17508;null;B204
17509;null;B204
1751;null;B100
17510;null;B206
17511;null;B206
17512;null;B203
17513;null;B204
17514;null;B204
17515;null;B204
17516;null;B204
17517;null;B204
17518;null;B206
17519;null;B206
1752;null;B200
17520;null;B206
17521;null;B206
17522;null;B206
17523;null;B206
17524;null;B206
17525;null;B206
17526;null;B206
17527;null;B206
17528;null;B206
17529;null;B206
1753;null;B200
17530;null;B206
17531;null;B203
17532;null;B203
