Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Commerce alimentaire (localisation) 2020
8462;null;B204
84620;null;B203
84621;null;B203
84622;null;B204
84623;null;B204
84624;null;B204
84625;null;B200
84626;null;B203
84627;null;B203
84628;null;B100
84629;null;B203
8463;null;B204
84630;null;B203
84631;null;B203
84632;null;B203
84633;null;B204
84634;null;B203
84635;null;B203
84636;null;B203
84637;null;B203
84638;null;B203
84639;null;B203
8464;null;B204
84640;null;B200
84641;null;B203
84642;null;B204
84643;null;B203
84644;null;B200
84645;null;B200
84646;null;B200
84647;null;B203
84648;null;B204
84649;null;B203
8465;null;B100
84650;null;B200
84651;null;B200
84652;null;B200
84653;null;B203
84654;null;B204
84655;null;B200
84656;null;B200
84657;null;B203
84658;null;B100
84659;null;B100
8466;null;B200
84660;null;B200
84661;null;B200
84662;null;B200
84663;null;B200
84664;null;B203
84665;null;B203
84666;null;B203
84667;null;B204
84668;null;B204
84669;null;B100
8467;null;B200
84670;null;B100
84671;null;B203
84672;null;B204
84673;null;B204
84674;null;B200
84675;null;B200
84676;null;B200
84677;null;B200
84678;null;B100
84679;null;B100
8468;null;B200
84680;null;B200
84681;null;B100
84682;null;B100
84683;null;B200
84684;null;B200
84685;null;B200
84686;null;B200
84687;null;B200
84688;null;B200
84689;null;B200
8469;null;B200
84690;null;B200
84691;null;B204
84692;null;B200
84693;null;B200
84694;null;B200
84695;null;B200
84696;null;B200
84697;null;B200
84698;null;B200
84699;null;B200
847;null;B203
8470;null;B200
84700;null;B200
84701;null;B200
84702;null;B200
84703;null;B200
84704;null;B203
84705;null;B203
84706;null;B203
84707;null;B203
84708;null;B203
84709;null;B203
8471;null;B203
84710;null;B203
84711;null;B203
84712;null;B204
84713;null;B204
84714;null;B204
84715;null;B203
84716;null;B100
84717;null;B200
84718;null;B200
84719;null;B200
8472;null;B203
84720;null;B200
84721;null;B200
84722;null;B200
84723;null;B200
84724;null;B200
84725;null;B200
84726;null;B200
84727;null;B200
84728;null;B200
84729;null;B200
8473;null;B203
84730;null;B200
84731;null;B200
84732;null;B200
84733;null;B200
84734;null;B200
84735;null;B200
84736;null;B206
84737;null;B200
84738;null;B203
84739;null;B200
8474;null;B203
84740;null;B200
84741;null;B200
84742;null;B203
84743;null;B203
84744;null;B203
84745;null;B203
84746;null;B203
84747;null;B203
84748;null;B203
84749;null;B203
8475;null;B203
84750;null;B203
84751;null;B203
84752;null;B204
84753;null;B204
84754;null;B204
84755;null;B204
84756;null;B200
84757;null;B200
84758;null;B200
84759;null;B200
8476;null;B203
84760;null;B203
84761;null;B203
84762;null;B203
84763;null;B203
84764;null;B203
84765;null;B203
84766;null;B204
84767;null;B204
84768;null;B100
84769;null;B200
8477;null;B203
84770;null;B203
84771;null;B203
84772;null;B203
84773;null;B203
84774;null;B204
84775;null;B204
84776;null;B200
84777;null;B200
84778;null;B200
84779;null;B200
8478;null;B203
84780;null;B200
84781;null;B203
84782;null;B203
84783;null;B203
84784;null;B203
84785;null;B200
84786;null;B200
84787;null;B200
84788;null;B200
84789;null;B200
8479;null;B203
84790;null;B200
84791;null;B203
84792;null;B203
84793;null;B203
84794;null;B203
84795;null;B203
84796;null;B203
84797;null;B203
84798;null;B203
84799;null;B203
848;null;B203
8480;null;B204
84800;null;B203
84801;null;B203
84802;null;B203
84803;null;B203
84804;null;B204
84805;null;B204
84806;null;B203
84807;null;B203
84808;null;B203
84809;null;B100
8481;null;B204
84810;null;B100
84811;null;B200
84812;null;B203
84813;null;B200
84814;null;B200
84815;null;B200
84816;null;B203
84817;null;B204
84818;null;B100
84819;null;B203
8482;null;B204
84820;null;B204
84821;null;B100
84822;null;B100
84823;null;B100
84824;null;B200
84825;null;B203
84826;null;B203
84827;null;B203
84828;null;B200
84829;null;B203
8483;null;B100
84830;null;B204
84831;null;B100
84832;null;B100
84833;null;B100
84834;null;B100
84835;null;B100
84836;null;B100
84837;null;B100
84838;null;B100
84839;null;B100
8484;null;B203
84840;null;B100
84841;null;B100
84842;null;B100
84843;null;B100
84844;null;B100
84845;null;B100
84846;null;B100
84847;null;B100
84848;null;B100
84849;null;B100
8485;null;B204
84850;null;B100
84851;null;B100
84852;null;B100
84853;null;B100
84854;null;B100
84855;null;B200
84856;null;B200
84857;null;B200
84858;null;B200
84859;null;B200
8486;null;B204
84860;null;B200
84861;null;B200
84862;null;B200
84863;null;B200
84864;null;B200
84865;null;B200
84866;null;B200
84867;null;B200
84868;null;B200
84869;null;B200
8487;null;B204
84870;null;B200
84871;null;B200
84872;null;B200
84873;null;B200
84874;null;B200
84875;null;B200
84876;null;B200
84877;null;B200
84878;null;B200
84879;null;B200
8488;null;B204
84880;null;B200
84881;null;B200
84882;null;B200
84883;null;B200
84884;null;B200
84885;null;B200
84886;null;B200
84887;null;B200
84888;null;B200
84889;null;B200
8489;null;B204
84890;null;B200
84891;null;B200
84892;null;B200
84893;null;B200
84894;null;B200
84895;null;B200
84896;null;B200
84897;null;B200
84898;null;B200
84899;null;B200
849;null;B203
8490;null;B204
84900;null;B200
84901;null;B200
84902;null;B200
84903;null;B200
84904;null;B200
84905;null;B200
84906;null;B200
84907;null;B200
84908;null;B200
84909;null;B200
8491;null;B200
84910;null;B200
84911;null;B200
84912;null;B200
84913;null;B200
84914;null;B200
84915;null;B200
84916;null;B200
84917;null;B200
84918;null;B200
84919;null;B200
8492;null;B203
84920;null;B200
84921;null;B200
84922;null;B200
84923;null;B200
84924;null;B200
84925;null;B200
84926;null;B200
84927;null;B200
84928;null;B200
84929;null;B200
8493;null;B100
84930;null;B200
84931;null;B200
84932;null;B200
84933;null;B200
84934;null;B200
84935;null;B200
84936;null;B200
84937;null;B200
84938;null;B200
84939;null;B203
8494;null;B203
84940;null;B203
84941;null;B203
84942;null;B203
84943;null;B203
84944;null;B203
84945;null;B203
84946;null;B203
84947;null;B203
84948;null;B203
84949;null;B203
8495;null;B203
84950;null;B203
84951;null;B203
84952;null;B203
84953;null;B203
84954;null;B203
84955;null;B203
84956;null;B203
84957;null;B203
84958;null;B203
84959;null;B203
8496;null;B204
84960;null;B203
84961;null;B100
84962;null;B100
84963;null;B100
84964;null;B100
84965;null;B100
84966;null;B100
84967;null;B100
84968;null;B100
84969;null;B100
8497;null;B204
84970;null;B100
84971;null;B200
84972;null;B200
84973;null;B200
84974;null;B200
84975;null;B200
84976;null;B200
84977;null;B200
84978;null;B200
84979;null;B200
8498;null;B206
84980;null;B200
84981;null;B200
84982;null;B200
84983;null;B200
84984;null;B200
84985;null;B200
84986;null;B200
84987;null;B200
84988;null;B203
84989;null;B203
8499;null;B206
84990;null;B203
84991;null;B203
84992;null;B203
84993;null;B203
84994;null;B203
84995;null;B203
84996;null;B203
84997;null;B203
84998;null;B203
84999;null;B203
85;null;B203
850;null;B203
8500;null;B200
85000;null;B203
85001;null;B203
85002;null;B203
85003;null;B203
85004;null;B203
85005;null;B203
85006;null;B203
85007;null;B203
85008;null;B203
85009;null;B203
8501;null;B204
85010;null;B203
85011;null;B203
85012;null;B203
85013;null;B203
85014;null;B203
85015;null;B203
85016;null;B203
85017;null;B200
85018;null;B200
85019;null;B200
8502;null;B200
85020;null;B200
85021;null;B200
85022;null;B200
85023;null;B200
85024;null;B200
85025;null;B200
85026;null;B200
85027;null;B200
85028;null;B200
85029;null;B200
8503;null;B203
85030;null;B200
85031;null;B200
85032;null;B200
85033;null;B200
85034;null;B200
85035;null;B200
85036;null;B200
85037;null;B200
85038;null;B200
85039;null;B200
8504;null;B203
85040;null;B200
85041;null;B200
85042;null;B200
85043;null;B200
85044;null;B200
85045;null;B200
85046;null;B200
85047;null;B203
85048;null;B203
85049;null;B203
8505;null;B203
85050;null;B203
85051;null;B203
85052;null;B203
85053;null;B203
85054;null;B203
85055;null;B203
85056;null;B203
85057;null;B203
85058;null;B203
85059;null;B203
8506;null;B204
85060;null;B203
85061;null;B203
85062;null;B203
85063;null;B203
85064;null;B203
85065;null;B203
85066;null;B203
85067;null;B203
85068;null;B203
85069;null;B203
8507;null;B204
85070;null;B203
85071;null;B203
85072;null;B203
85073;null;B203
85074;null;B203
85075;null;B203
85076;null;B200
85077;null;B203
85078;null;B203
85079;null;B203
8508;null;B200
85080;null;B203
85081;null;B203
85082;null;B203
85083;null;B203
85084;null;B203
85085;null;B203
85086;null;B203
85087;null;B203
85088;null;B203
85089;null;B203
8509;null;B200
85090;null;B203
85091;null;B203
85092;null;B203
85093;null;B203
85094;null;B203
85095;null;B203
85096;null;B203
85097;null;B203
85098;null;B203
85099;null;B203
851;null;B204
8510;null;B203
85100;null;B203
85101;null;B203
85102;null;B203
85103;null;B203
85104;null;B203
85105;null;B203
85106;null;B203
85107;null;B204
85108;null;B204
85109;null;B204
8511;null;B203
85110;null;B204
85111;null;B204
85112;null;B204
85113;null;B204
85114;null;B204
85115;null;B204
85116;null;B204
85117;null;B204
85118;null;B204
85119;null;B204
8512;null;B204
85120;null;B204
85121;null;B204
85122;null;B204
85123;null;B204
85124;null;B204
85125;null;B204
85126;null;B206
85127;null;B203
85128;null;B203
85129;null;B203
8513;null;B200
85130;null;B203
85131;null;B203
85132;null;B203
85133;null;B203
85134;null;B203
85135;null;B203
85136;null;B203
85137;null;B203
85138;null;B203
85139;null;B203
8514;null;B200
85140;null;B203
85141;null;B203
85142;null;B203
85143;null;B203
85144;null;B203
85145;null;B203
85146;null;B203
85147;null;B203
85148;null;B203
85149;null;B203
8515;null;B203
85150;null;B203
85151;null;B203
85152;null;B203
85153;null;B203
85154;null;B203
85155;null;B203
85156;null;B206
85157;null;B206
85158;null;B206
85159;null;B206
8516;null;B203
85160;null;B206
85161;null;B203
85162;null;B204
85163;null;B204
85164;null;B204
85165;null;B204
85166;null;B204
85167;null;B204
85168;null;B204
85169;null;B204
8517;null;B200
85170;null;B204
85171;null;B204
85172;null;B204
85173;null;B204
85174;null;B204
85175;null;B204
85176;null;B206
85177;null;B200
85178;null;B100
85179;null;B203
8518;null;B200
85180;null;B100
85181;null;B100
85182;null;B100
85183;null;B100
85184;null;B100
85185;null;B100
85186;null;B100
85187;null;B100
85188;null;B100
85189;null;B100
8519;null;B200
85190;null;B200
85191;null;B200
85192;null;B203
85193;null;B200
85194;null;B200
85195;null;B200
85196;null;B200
85197;null;B200
85198;null;B200
85199;null;B200
852;null;B203
8520;null;B200
85200;null;B200
85201;null;B200
85202;null;B200
85203;null;B200
85204;null;B200
85205;null;B200
85206;null;B200
85207;null;B200
85208;null;B200
85209;null;B200
8521;null;B203
85210;null;B200
85211;null;B200
85212;null;B200
85213;null;B200
85214;null;B200
85215;null;B200
85216;null;B200
85217;null;B200
85218;null;B200
85219;null;B200
8522;null;B204
85220;null;B200
85221;null;B200
85222;null;B200
85223;null;B203
85224;null;B203
85225;null;B200
85226;null;B200
85227;null;B200
85228;null;B200
85229;null;B200
8523;null;B100
85230;null;B200
85231;null;B200
85232;null;B200
85233;null;B200
85234;null;B200
85235;null;B203
85236;null;B203
85237;null;B203
85238;null;B203
85239;null;B203
8524;null;B200
85240;null;B203
85241;null;B203
85242;null;B203
85243;null;B203
85244;null;B203
85245;null;B203
85246;null;B203
85247;null;B203
85248;null;B203
85249;null;B203
8525;null;B203
85250;null;B203
85251;null;B203
85252;null;B203
85253;null;B203
85254;null;B100
85255;null;B200
85256;null;B203
85257;null;B203
85258;null;B203
85259;null;B203
8526;null;B204
85260;null;B203
85261;null;B203
85262;null;B203
85263;null;B203
85264;null;B203
85265;null;B203
85266;null;B203
85267;null;B203
85268;null;B203
85269;null;B203
8527;null;B200
85270;null;B203
85271;null;B203
85272;null;B203
85273;null;B203
85274;null;B203
85275;null;B203
85276;null;B203
85277;null;B203
85278;null;B203
85279;null;B203
8528;null;B204
85280;null;B203
85281;null;B203
85282;null;B203
85283;null;B203
85284;null;B203
85285;null;B100
85286;null;B200
85287;null;B200
85288;null;B203
85289;null;B203
8529;null;B204
85290;null;B203
85291;null;B203
85292;null;B204
85293;null;B204
85294;null;B204
85295;null;B204
85296;null;B203
85297;null;B203
85298;null;B100
85299;null;B203
853;null;B204
8530;null;B200
85300;null;B203
85301;null;B203
85302;null;B203
85303;null;B203
85304;null;B204
85305;null;B204
85306;null;B204
85307;null;B204
85308;null;B204
85309;null;B204
8531;null;B203
85310;null;B204
85311;null;B204
85312;null;B204
85313;null;B204
85314;null;B100
85315;null;B100
85316;null;B100
85317;null;B200
85318;null;B203
85319;null;B203
8532;null;B203
85320;null;B203
85321;null;B203
85322;null;B203
85323;null;B204
85324;null;B204
85325;null;B204
85326;null;B204
85327;null;B204
85328;null;B204
85329;null;B100
8533;null;B203
85330;null;B200
85331;null;B203
85332;null;B100
85333;null;B200
85334;null;B203
85335;null;B203
85336;null;B203
85337;null;B204
85338;null;B204
85339;null;B206
8534;null;B100
85340;null;B200
85341;null;B200
85342;null;B203
85343;null;B203
85344;null;B203
85345;null;B203
85346;null;B204
85347;null;B204
85348;null;B203
85349;null;B203
8535;null;B200
85350;null;B204
85351;null;B204
85352;null;B204
85353;null;B203
85354;null;B203
85355;null;B203
85356;null;B204
85357;null;B204
85358;null;B200
85359;null;B200
8536;null;B200
85360;null;B200
85361;null;B203
85362;null;B203
85363;null;B100
85364;null;B100
85365;null;B100
85366;null;B100
85367;null;B100
85368;null;B200
85369;null;B200
8537;null;B203
85370;null;B203
85371;null;B203
85372;null;B203
85373;null;B203
85374;null;B203
85375;null;B204
85376;null;B204
85377;null;B204
85378;null;B204
85379;null;B204
8538;null;B203
85380;null;B200
85381;null;B100
85382;null;B100
85383;null;B100
85384;null;B100
85385;null;B200
85386;null;B200
85387;null;B200
85388;null;B200
85389;null;B200
8539;null;B204
85390;null;B200
85391;null;B200
85392;null;B200
85393;null;B200
85394;null;B200
85395;null;B200
85396;null;B200
85397;null;B200
85398;null;B200
85399;null;B200
854;null;B200
8540;null;B203
85400;null;B200
85401;null;B200
85402;null;B200
85403;null;B200
85404;null;B203
85405;null;B203
85406;null;B203
85407;null;B203
85408;null;B203
85409;null;B203
8541;null;B203
85410;null;B200
85411;null;B203
85412;null;B204
85413;null;B203
85414;null;B200
85415;null;B200
85416;null;B203
85417;null;B203
85418;null;B203
85419;null;B100
8542;null;B203
85420;null;B200
85421;null;B200
85422;null;B203
85423;null;B203
85424;null;B204
85425;null;B203
85426;null;B203
85427;null;B203
85428;null;B203
85429;null;B203
8543;null;B203
85430;null;B203
85431;null;B203
85432;null;B203
85433;null;B203
85434;null;B203
85435;null;B203
85436;null;B203
85437;null;B203
85438;null;B203
85439;null;B203
8544;null;B203
85440;null;B203
85441;null;B203
85442;null;B203
85443;null;B203
85444;null;B203
85445;null;B204
85446;null;B204
85447;null;B204
85448;null;B204
85449;null;B204
8545;null;B203
85450;null;B204
85451;null;B204
85452;null;B204
85453;null;B204
85454;null;B100
85455;null;B100
85456;null;B203
85457;null;B204
85458;null;B204
85459;null;B204
8546;null;B204
85460;null;B204
85461;null;B204
85462;null;B204
85463;null;B204
85464;null;B206
85465;null;B100
85466;null;B200
85467;null;B203
85468;null;B203
85469;null;B203
8547;null;B200
85470;null;B204
85471;null;B100
85472;null;B204
85473;null;B200
85474;null;B203
85475;null;B203
85476;null;B204
85477;null;B203
85478;null;B100
85479;null;B203
8548;null;B203
85480;null;B203
85481;null;B204
85482;null;B204
85483;null;B200
85484;null;B200
85485;null;B200
85486;null;B203
85487;null;B203
85488;null;B203
85489;null;B203
8549;null;B203
85490;null;B203
85491;null;B203
85492;null;B203
85493;null;B204
85494;null;B204
85495;null;B204
85496;null;B204
85497;null;B206
85498;null;B206
85499;null;B206
855;null;B203
8550;null;B203
85500;null;B100
85501;null;B100
85502;null;B100
85503;null;B100
85504;null;B100
85505;null;B100
85506;null;B100
85507;null;B200
85508;null;B200
85509;null;B200
8551;null;B203
85510;null;B200
85511;null;B200
85512;null;B200
85513;null;B200
85514;null;B200
85515;null;B200
85516;null;B200
85517;null;B200
85518;null;B200
85519;null;B200
8552;null;B200
85520;null;B200
85521;null;B200
85522;null;B200
85523;null;B200
85524;null;B200
85525;null;B200
85526;null;B200
85527;null;B200
85528;null;B200
85529;null;B200
8553;null;B200
85530;null;B200
85531;null;B200
85532;null;B200
85533;null;B200
85534;null;B200
85535;null;B200
85536;null;B200
85537;null;B200
85538;null;B200
85539;null;B200
8554;null;B203
85540;null;B200
85541;null;B200
85542;null;B200
85543;null;B200
85544;null;B200
85545;null;B200
85546;null;B200
85547;null;B200
85548;null;B200
85549;null;B200
8555;null;B203
85550;null;B203
85551;null;B203
85552;null;B203
85553;null;B203
85554;null;B203
85555;null;B203
85556;null;B203
85557;null;B203
85558;null;B203
85559;null;B203
8556;null;B200
85560;null;B203
85561;null;B203
85562;null;B203
85563;null;B203
85564;null;B203
85565;null;B203
85566;null;B203
85567;null;B203
85568;null;B203
85569;null;B203
8557;null;B200
85570;null;B203
85571;null;B203
85572;null;B203
85573;null;B203
85574;null;B203
85575;null;B203
85576;null;B203
85577;null;B203
85578;null;B203
85579;null;B203
8558;null;B203
85580;null;B203
85581;null;B203
85582;null;B203
85583;null;B203
85584;null;B203
85585;null;B203
85586;null;B203
85587;null;B203
85588;null;B203
85589;null;B203
8559;null;B204
85590;null;B203
85591;null;B203
85592;null;B203
85593;null;B203
85594;null;B203
85595;null;B203
85596;null;B203
85597;null;B204
85598;null;B204
85599;null;B204
856;null;B200
8560;null;B203
85600;null;B204
85601;null;B204
85602;null;B204
85603;null;B204
85604;null;B204
85605;null;B204
85606;null;B204
85607;null;B204
85608;null;B206
85609;null;B206
8561;null;B206
85610;null;B100
85611;null;B100
85612;null;B100
85613;null;B100
85614;null;B100
85615;null;B100
85616;null;B200
85617;null;B200
85618;null;B200
85619;null;B200
8562;null;B100
85620;null;B200
85621;null;B200
85622;null;B200
85623;null;B200
85624;null;B200
85625;null;B200
85626;null;B200
85627;null;B200
85628;null;B200
85629;null;B200
8563;null;B200
85630;null;B200
85631;null;B200
85632;null;B200
85633;null;B200
85634;null;B200
85635;null;B200
85636;null;B200
85637;null;B200
85638;null;B200
85639;null;B200
8564;null;B203
85640;null;B200
85641;null;B200
85642;null;B200
85643;null;B200
85644;null;B200
85645;null;B200
85646;null;B200
85647;null;B200
85648;null;B200
85649;null;B200
8565;null;B203
85650;null;B200
85651;null;B200
85652;null;B200
85653;null;B200
85654;null;B200
85655;null;B200
85656;null;B200
85657;null;B200
85658;null;B200
85659;null;B200
8566;null;B204
85660;null;B200
85661;null;B200
85662;null;B200
85663;null;B200
85664;null;B200
85665;null;B200
85666;null;B200
85667;null;B200
85668;null;B200
85669;null;B200
8567;null;B200
85670;null;B200
85671;null;B200
85672;null;B200
85673;null;B200
85674;null;B200
85675;null;B200
85676;null;B203
85677;null;B203
85678;null;B203
85679;null;B203
8568;null;B200
85680;null;B203
85681;null;B203
85682;null;B203
85683;null;B203
85684;null;B203
85685;null;B203
85686;null;B203
85687;null;B203
85688;null;B203
85689;null;B203
8569;null;B203
85690;null;B203
85691;null;B203
85692;null;B203
85693;null;B203
85694;null;B203
85695;null;B203
85696;null;B203
85697;null;B203
85698;null;B203
85699;null;B203
857;null;B203
8570;null;B204
85700;null;B203
85701;null;B203
85702;null;B203
85703;null;B203
85704;null;B203
85705;null;B203
85706;null;B203
85707;null;B203
85708;null;B203
85709;null;B203
8571;null;B200
85710;null;B203
85711;null;B203
85712;null;B203
85713;null;B203
85714;null;B203
85715;null;B203
85716;null;B203
85717;null;B203
85718;null;B203
85719;null;B203
8572;null;B200
85720;null;B203
85721;null;B203
85722;null;B200
85723;null;B100
85724;null;B200
85725;null;B203
85726;null;B203
85727;null;B204
85728;null;B200
85729;null;B203
8573;null;B203
85730;null;B204
85731;null;B100
85732;null;B200
85733;null;B200
85734;null;B203
85735;null;B203
85736;null;B100
85737;null;B200
85738;null;B200
85739;null;B200
8574;null;B203
85740;null;B200
85741;null;B203
85742;null;B203
85743;null;B203
85744;null;B204
85745;null;B100
85746;null;B100
85747;null;B100
85748;null;B100
85749;null;B200
8575;null;B204
85750;null;B200
85751;null;B200
85752;null;B200
85753;null;B200
85754;null;B200
85755;null;B200
85756;null;B203
85757;null;B203
85758;null;B203
85759;null;B100
8576;null;B204
85760;null;B200
85761;null;B200
85762;null;B203
85763;null;B100
85764;null;B100
85765;null;B100
85766;null;B200
85767;null;B203
85768;null;B203
85769;null;B203
8577;null;B200
85770;null;B203
85771;null;B203
85772;null;B203
85773;null;B203
85774;null;B203
85775;null;B204
85776;null;B204
85777;null;B200
85778;null;B100
85779;null;B200
8578;null;B203
85780;null;B200
85781;null;B203
85782;null;B203
85783;null;B203
85784;null;B203
85785;null;B204
85786;null;B203
85787;null;B203
85788;null;B203
85789;null;B203
8579;null;B204
85790;null;B203
85791;null;B203
85792;null;B203
85793;null;B203
85794;null;B203
85795;null;B203
85796;null;B204
85797;null;B204
85798;null;B204
85799;null;B204
858;null;B204
8580;null;B100
85800;null;B204
85801;null;B204
85802;null;B100
85803;null;B203
85804;null;B204
85805;null;B204
85806;null;B100
85807;null;B100
85808;null;B100
85809;null;B100
8581;null;B200
85810;null;B200
85811;null;B200
85812;null;B203
85813;null;B203
85814;null;B203
85815;null;B203
85816;null;B203
85817;null;B203
85818;null;B204
85819;null;B204
8582;null;B203
85820;null;B204
85821;null;B204
85822;null;B204
85823;null;B204
85824;null;B204
85825;null;B204
85826;null;B100
85827;null;B200
85828;null;B200
85829;null;B203
8583;null;B203
85830;null;B203
85831;null;B203
85832;null;B203
85833;null;B203
85834;null;B204
85835;null;B200
85836;null;B203
85837;null;B203
85838;null;B203
85839;null;B200
8584;null;B203
85840;null;B200
85841;null;B200
85842;null;B200
85843;null;B203
85844;null;B203
85845;null;B203
85846;null;B200
85847;null;B200
85848;null;B203
85849;null;B204
8585;null;B204
85850;null;B200
85851;null;B203
85852;null;B203
85853;null;B200
85854;null;B100
85855;null;B100
85856;null;B200
85857;null;B203
85858;null;B203
85859;null;B203
8586;null;B100
85860;null;B100
85861;null;B203
85862;null;B203
85863;null;B204
85864;null;B100
85865;null;B200
85866;null;B200
85867;null;B203
85868;null;B203
85869;null;B203
8587;null;B100
85870;null;B203
85871;null;B203
85872;null;B203
85873;null;B203
85874;null;B203
85875;null;B203
85876;null;B203
85877;null;B203
85878;null;B204
85879;null;B204
8588;null;B203
85880;null;B204
85881;null;B100
85882;null;B200
85883;null;B200
85884;null;B200
85885;null;B200
85886;null;B200
85887;null;B203
85888;null;B203
85889;null;B204
8589;null;B203
85890;null;B204
85891;null;B100
85892;null;B200
85893;null;B203
85894;null;B204
85895;null;B100
85896;null;B200
85897;null;B200
85898;null;B203
85899;null;B203
859;null;B100
8590;null;B204
85900;null;B204
85901;null;B100
85902;null;B100
85903;null;B200
85904;null;B200
85905;null;B200
85906;null;B200
85907;null;B200
85908;null;B200
85909;null;B200
8591;null;B200
85910;null;B200
85911;null;B203
85912;null;B203
85913;null;B203
85914;null;B203
85915;null;B203
85916;null;B203
85917;null;B204
85918;null;B203
85919;null;B203
8592;null;B200
85920;null;B203
85921;null;B203
85922;null;B204
85923;null;B204
85924;null;B204
85925;null;B204
85926;null;B204
85927;null;B204
85928;null;B100
85929;null;B100
8593;null;B200
85930;null;B200
85931;null;B200
85932;null;B200
85933;null;B203
85934;null;B203
85935;null;B203
85936;null;B203
85937;null;B203
85938;null;B204
85939;null;B204
8594;null;B203
85940;null;B200
85941;null;B200
85942;null;B200
85943;null;B200
85944;null;B203
85945;null;B203
85946;null;B204
85947;null;B203
85948;null;B200
85949;null;B203
8595;null;B200
85950;null;B203
85951;null;B100
85952;null;B200
85953;null;B203
85954;null;B203
85955;null;B200
85956;null;B203
85957;null;B204
85958;null;B200
85959;null;B200
8596;null;B203
85960;null;B203
85961;null;B204
85962;null;B100
85963;null;B200
85964;null;B200
85965;null;B200
85966;null;B200
85967;null;B200
85968;null;B200
85969;null;B200
8597;null;B200
85970;null;B200
85971;null;B203
85972;null;B203
85973;null;B203
85974;null;B203
85975;null;B203
85976;null;B100
85977;null;B100
85978;null;B200
85979;null;B200
8598;null;B200
85980;null;B200
85981;null;B200
85982;null;B200
85983;null;B200
85984;null;B200
85985;null;B200
85986;null;B200
85987;null;B200
85988;null;B200
85989;null;B200
8599;null;B204
85990;null;B200
85991;null;B200
85992;null;B200
85993;null;B200
85994;null;B203
85995;null;B203
85996;null;B203
85997;null;B203
85998;null;B203
85999;null;B204
86;null;B204
860;null;B200
8600;null;B100
86000;null;B204
86001;null;B204
86002;null;B203
86003;null;B203
86004;null;B203
86005;null;B203
86006;null;B203
86007;null;B204
86008;null;B204
86009;null;B203
8601;null;B200
86010;null;B203
86011;null;B203
86012;null;B203
86013;null;B203
86014;null;B203
86015;null;B203
86016;null;B204
86017;null;B204
86018;null;B204
86019;null;B204
8602;null;B200
86020;null;B204
86021;null;B204
86022;null;B200
86023;null;B200
86024;null;B200
86025;null;B200
86026;null;B200
86027;null;B200
86028;null;B200
86029;null;B200
8603;null;B203
86030;null;B200
86031;null;B200
86032;null;B200
86033;null;B200
86034;null;B200
86035;null;B200
86036;null;B200
86037;null;B200
86038;null;B200
86039;null;B200
8604;null;B203
86040;null;B200
86041;null;B200
86042;null;B200
86043;null;B200
86044;null;B200
86045;null;B200
86046;null;B200
86047;null;B200
86048;null;B200
86049;null;B200
8605;null;B204
86050;null;B200
86051;null;B200
86052;null;B203
86053;null;B203
86054;null;B203
86055;null;B203
86056;null;B203
86057;null;B203
86058;null;B203
86059;null;B203
8606;null;B204
86060;null;B203
86061;null;B203
86062;null;B203
86063;null;B203
86064;null;B203
86065;null;B203
86066;null;B203
86067;null;B203
86068;null;B203
86069;null;B203
8607;null;B204
86070;null;B203
86071;null;B203
86072;null;B203
86073;null;B203
86074;null;B203
86075;null;B203
86076;null;B203
86077;null;B203
86078;null;B203
86079;null;B203
8608;null;B204
86080;null;B203
86081;null;B203
86082;null;B203
86083;null;B203
86084;null;B203
86085;null;B203
86086;null;B203
86087;null;B203
86088;null;B203
86089;null;B203
8609;null;B203
86090;null;B203
86091;null;B203
86092;null;B203
86093;null;B203
86094;null;B203
86095;null;B203
86096;null;B203
86097;null;B203
86098;null;B203
86099;null;B203
861;null;B200
8610;null;B200
86100;null;B203
86101;null;B203
86102;null;B203
86103;null;B203
86104;null;B203
86105;null;B203
86106;null;B203
86107;null;B203
86108;null;B203
86109;null;B203
8611;null;B200
86110;null;B203
86111;null;B203
86112;null;B203
86113;null;B203
86114;null;B203
86115;null;B203
86116;null;B203
86117;null;B203
86118;null;B203
86119;null;B203
8612;null;B203
86120;null;B203
86121;null;B203
86122;null;B203
86123;null;B203
86124;null;B203
86125;null;B203
86126;null;B203
86127;null;B203
86128;null;B203
86129;null;B203
8613;null;B203
86130;null;B203
86131;null;B203
86132;null;B203
86133;null;B203
86134;null;B203
86135;null;B203
86136;null;B203
86137;null;B203
86138;null;B203
86139;null;B203
8614;null;B100
86140;null;B203
86141;null;B203
86142;null;B204
86143;null;B204
86144;null;B204
86145;null;B204
86146;null;B204
86147;null;B204
86148;null;B204
86149;null;B204
8615;null;B100
86150;null;B204
86151;null;B204
86152;null;B204
86153;null;B204
86154;null;B204
86155;null;B204
86156;null;B204
86157;null;B204
86158;null;B204
86159;null;B204
8616;null;B200
86160;null;B204
86161;null;B204
86162;null;B204
86163;null;B204
86164;null;B204
86165;null;B204
86166;null;B204
86167;null;B204
86168;null;B204
86169;null;B204
8617;null;B200
86170;null;B204
86171;null;B204
86172;null;B204
86173;null;B204
86174;null;B206
86175;null;B206
86176;null;B206
86177;null;B206
86178;null;B206
86179;null;B206
8618;null;B200
86180;null;B100
86181;null;B100
86182;null;B100
86183;null;B100
86184;null;B100
86185;null;B100
86186;null;B100
86187;null;B100
86188;null;B100
86189;null;B100
